Race,County,Town,Candidate Name,Party,Percent of Votes,Count of Votes,# Precincts Counted,Total # of Precincts,Winner Flag
LIEUTENANT GOVERNOR,WASHINGTON,WARREN,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WARREN,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WARREN,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WARREN,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WATERBURY,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WATERBURY,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WATERBURY,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WATERBURY,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WATERBURY,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WOODBURY,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WOODBURY,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WOODBURY,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WOODBURY,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WOODBURY,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WORCESTER,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WORCESTER,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WORCESTER,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WORCESTER,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WASHINGTON,WORCESTER,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ATHENS,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ATHENS,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ATHENS,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ATHENS,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ATHENS,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BRATTLEBORO,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BRATTLEBORO,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BRATTLEBORO,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BRATTLEBORO,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BRATTLEBORO,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BROOKLINE,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BROOKLINE,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BROOKLINE,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BROOKLINE,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,BROOKLINE,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DOVER,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DOVER,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DOVER,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DOVER,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DOVER,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DUMMERSTON,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DUMMERSTON,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DUMMERSTON,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DUMMERSTON,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,DUMMERSTON,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GRAFTON,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GRAFTON,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GRAFTON,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GRAFTON,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GRAFTON,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GUILFORD,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GUILFORD,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GUILFORD,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GUILFORD,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,GUILFORD,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,HALIFAX,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,HALIFAX,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,HALIFAX,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,HALIFAX,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,HALIFAX,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,JAMAICA,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,JAMAICA,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,JAMAICA,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,JAMAICA,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,JAMAICA,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,LONDONDERRY,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,LONDONDERRY,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,LONDONDERRY,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,LONDONDERRY,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,LONDONDERRY,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,MARLBORO,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,MARLBORO,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,MARLBORO,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,MARLBORO,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,MARLBORO,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,NEWFANE,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,NEWFANE,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,NEWFANE,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,NEWFANE,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,NEWFANE,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,PUTNEY,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,PUTNEY,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,PUTNEY,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,PUTNEY,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,PUTNEY,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ROCKINGHAM,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ROCKINGHAM,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ROCKINGHAM,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ROCKINGHAM,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,ROCKINGHAM,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,STRATTON,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,STRATTON,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,STRATTON,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,STRATTON,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,STRATTON,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,TOWNSHEND,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,TOWNSHEND,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,TOWNSHEND,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,TOWNSHEND,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,TOWNSHEND,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,VERNON,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,VERNON,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,VERNON,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,VERNON,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,VERNON,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WARDSBORO,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WARDSBORO,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WARDSBORO,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WARDSBORO,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WARDSBORO,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WESTMINSTER,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WESTMINSTER,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WESTMINSTER,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WESTMINSTER,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WESTMINSTER,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WHITINGHAM,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WHITINGHAM,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WHITINGHAM,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WHITINGHAM,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WHITINGHAM,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WILMINGTON,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WILMINGTON,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WILMINGTON,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WILMINGTON,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WILMINGTON,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WINDHAM,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WINDHAM,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WINDHAM,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WINDHAM,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDHAM,WINDHAM,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ANDOVER,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ANDOVER,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ANDOVER,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ANDOVER,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ANDOVER,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BALTIMORE,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BALTIMORE,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BALTIMORE,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BALTIMORE,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BALTIMORE,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BARNARD,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BARNARD,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BARNARD,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BARNARD,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BARNARD,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BETHEL,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BETHEL,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BETHEL,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BETHEL,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BETHEL,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BRIDGEWATER,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BRIDGEWATER,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BRIDGEWATER,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BRIDGEWATER,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,BRIDGEWATER,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CAVENDISH,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CAVENDISH,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CAVENDISH,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CAVENDISH,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CAVENDISH,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CHESTER,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CHESTER,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CHESTER,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CHESTER,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,CHESTER,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTFORD,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTFORD,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTFORD,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTFORD,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTFORD,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTLAND,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTLAND,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTLAND,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTLAND,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,HARTLAND,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,LUDLOW,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,LUDLOW,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,LUDLOW,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,LUDLOW,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,LUDLOW,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,NORWICH,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,NORWICH,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,NORWICH,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,NORWICH,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,NORWICH,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,PLYMOUTH,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,PLYMOUTH,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,PLYMOUTH,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,PLYMOUTH,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,PLYMOUTH,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,POMFRET,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,POMFRET,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,POMFRET,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,POMFRET,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,POMFRET,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,READING,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,READING,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,READING,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,READING,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,READING,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROCHESTER,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROCHESTER,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROCHESTER,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROCHESTER,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROCHESTER,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROYALTON,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROYALTON,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROYALTON,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROYALTON,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,ROYALTON,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SHARON,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SHARON,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SHARON,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SHARON,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SHARON,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SPRINGFIELD,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SPRINGFIELD,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SPRINGFIELD,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SPRINGFIELD,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,SPRINGFIELD,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,STOCKBRIDGE,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,STOCKBRIDGE,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,STOCKBRIDGE,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,STOCKBRIDGE,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,STOCKBRIDGE,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEATHERSFIELD,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEATHERSFIELD,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEATHERSFIELD,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEATHERSFIELD,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEATHERSFIELD,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEST WINDSOR,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEST WINDSOR,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEST WINDSOR,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEST WINDSOR,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WEST WINDSOR,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WESTON,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WESTON,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WESTON,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WESTON,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WESTON,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WINDSOR,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WINDSOR,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WINDSOR,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WINDSOR,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WINDSOR,SCOTT MILNE,GOP,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WOODSTOCK,WAYNE BILLADO III,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WOODSTOCK,RALPH CORBO,Other,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WOODSTOCK,MOLLY GRAY,Dem,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WOODSTOCK,CRIS ERICSON,Prog,0%,0,0,275,false
LIEUTENANT GOVERNOR,WINDSOR,WOODSTOCK,SCOTT MILNE,GOP,0%,0,0,275,false
REPRESENTATIVE TO CONGRESS,ADDISON,ADDISON,PETER R. BECKER,Other,0%,0,0,275,false
REPRESENTATIVE TO CONGRESS,ADDISON,ADDISON,CHRISTOPHER HELALI,Other,0%,0,0,275,false
